;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
5902;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2006;Both sexes;;;29,22;;22,82;;99,25;;;17,04;;53,91;;;46,47;;78,48;;67,8;;;4,49;91,76;93,64;;65,59;;;;75,61;;12,5;;;;;9,14;;;;;;;;1,22;;;;;;;;;
5903;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1995;Female;;;28,54;;13,82;;;;;;;;;;28,8;;;;84,18;;;2,14;;;;41,18;;;;;23;12,0;;5,9;;88,4;1,78;;90,0;;;;;;1,4;;;;;;;20,9;;
5904;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1995;Male;;;32,19;;28,18;;;;;;;;;;63,44;;;;52,63;;;7,35;;;;82,06;;;;;;3,0;;;;;19,11;;;;;;;;1,15;;;;;;;17,91;;
5905;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1995;Both sexes;;;31,01;;23,53;;;;;;;;;;46,4;;;;62,84;;;5,67;;;;61,62;;;;;;5,8;;;;;13,5;;;;;;;;1,23;;;;;;;19,43;;
5906;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2011;Female;;;32,55;;11,34;;97,5;98,24;;21,24;98,1;76,85;;;30,11;;90,35;;81,66;;;1,66;94,09;95,24;;50,84;;;;85,81;35;16,77;;17,0;;101,2;1,61;;99,0;;;;;;1,36;;;;;;;;;
5907;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2011;Male;;;31,77;;29,79;;100,0;96,89;;14,0;;65,72;;;54,73;;89,36;;54,17;;;4,64;93,67;92,64;;78,8;;;;78,47;;6,58;;;;;11,94;;;;;;;;0,58;;;;;;;;;
5908;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2011;Both sexes;;;32,07;;22,59;;98,76;97,56;;16,51;;71,17;;;42,61;;89,85;;64,88;;;3,48;93,88;93,91;;64,73;;;;82,06;;10,55;;;;;7,91;;;;;;;;0,88;;;;;;;;;
5909;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1997;Female;;;31,49;;13,41;;88,21;;;26,6;95,3;;;;34,3;;;;84,87;;;1,88;;83,94;;46,19;;;;;28;15,0;;5,9;;70,3;1,46;;92,0;;;;;;0,94;;;;;;;;;
5910;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1997;Male;;;29,6;;29,23;;84,78;;;16,4;;;;;65,68;;;;54,88;;;6,76;;76,46;;82,74;;;;;;3,7;;;;;15,64;;;;;;;;0,74;;;;;;;;;
5911;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);1997;Both sexes;;;30,25;;23,82;;86,53;;;19,8;;;;;50,25;;;;65,14;;;5,07;;80,13;;64,45;;;;;;7,5;;;;;10,79;;;;;;;;0,81;;;;;;;;;
5912;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2002;Female;;;35,52;;11,61;;97,88;;;34,5;;;;34,39;41,99;;79,7;;86,22;;39,87;2,48;93,7;92,52;;54,73;;;;72,0;32;27,6;;9,7;;80,2;1,9;;103,0;;;;;;3,79;;;;;;;;;
5913;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2002;Male;;;29,46;;26,25;;98,78;;;24,4;;;;;67,24;;78,01;;58,54;;36,66;7,43;92,56;87,43;;83,64;;;;61,98;;12,3;;;;;14,95;;;;;;;;1,87;;;;;;;;;
5914;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2002;Both sexes;;;31,78;;20,63;;98,33;;;28,2;;;;;54,82;;78,83;;69,16;;38,24;5,53;93,12;89,92;;69,16;;;;66,9;;18,2;;;;;9,94;;;;;;;;2,61;;;;;;;;;
5915;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2012;Male;;;30,76;;29,0;;100,0;;;13,17;;67,86;;;53,3;;92,57;;55,17;17,0;;4,44;95,03;94,01;;78,03;;;;80,72;;6,76;;;;;11,61;;;;;;;;0,53;;;;;;;;47,48;
5916;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2012;Both sexes;;;30,63;;21,89;;99,48;;;16,22;;73,17;;;41,05;;90,71;;65,78;;;3,26;93,92;95,28;;64,13;;;;84,39;;10,67;;;;;7,66;;;;;;;;0,77;;;;;;;;49,05;
5917;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2013;Female;;;29,42;;;;99,17;;;;;75,56;;;;;88,04;;;13,2;;1,77;92,16;96,63;;50,58;;;;96,17;36;;;17,0;;;;;98,0;;;;;;0,93;;;;;;;;;
5918;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2013;Male;;;29,77;;;;100,0;;;;;64,53;;;;;91,64;;;16,6;;4,7;94,2;94,06;;78,16;;;;88,24;;;;;;;;;;;;;;;0,45;;;;;;;;;
5919;Latin America and the Caribbean;862;Venezuela (Bolivarian Republic of);2013;Both sexes;;;29,63;;21,27;;99,59;;;;;69,93;;;;;89,88;;71,06;;;3,55;93,2;95,32;;64,27;;;;92,12;;;;;;;7,43;;;;;;;;0,64;;;;;;;;;
5920;Caucasus and Central Asia;31;Azerbaijan;2003;Female;;;17,04;;5,59;;99,42;;;;95,8;80,61;;45,82;;;62,33;;52,65;;13,0;7,07;80,87;90,25;;43,17;;;;;31;24,3;;10,5;;26,7;41,76;;38,0;;;;;;22,57;;;;;;;;;
5921;Caucasus and Central Asia;31;Azerbaijan;2003;Male;;;20,13;;18,08;;99,07;;;;;85,94;;;;;65,97;;46,24;;16,0;7,1;85,74;95,1;;48,91;;;;;;13,3;;;;;35,68;;;;;;;;15,74;;;;;;;;;
5922;Caucasus and Central Asia;31;Azerbaijan;2003;Both sexes;;;18,84;;12,9;;99,24;;;;;83,29;;;;;64,2;;48,9;;15,0;7,09;83,35;92,7;;45,99;;;;;;17,8;;;;;38,2;;;;;;;;18,57;;;;;;;;;
5923;Caucasus and Central Asia;31;Azerbaijan;2008;Female;;;62,12;;6,09;;98,48;;;9,81;98,0;84,0;;53,86;35,03;40,61;72,14;;53,2;;18,87;0,92;83,64;89,72;6,6666666666667;60,48;;;;97,96;31;;;11,4;;40,0;40,71;;28,0;;;;;;;6,1;;;32,1;;7,83;;12,63;0,12
5924;Caucasus and Central Asia;31;Azerbaijan;2008;Male;;;47,35;;18,05;;99,82;;;18,71;;85,64;;;36,26;;72,97;;43,45;;19,23;4,94;84,3;91,66;;67,64;;;;99,2;;;;;;;38,5;;;;;;;;;2,13;;;15,8;;6,8;;21,64;
5925;Caucasus and Central Asia;31;Azerbaijan;2008;Both sexes;;;54,66;;12,13;;99,19;;;14,44;;84,84;;;35,66;;72,58;;48,28;;19,05;2,95;83,99;90,74;;63,94;;;;98,61;;;;;;;39,59;;;;;;;;;;;;;;;;17,08;
5926;Caucasus and Central Asia;31;Azerbaijan;2005;Female;;;45,79;;8,68;;98,06;;;;94,4;75,99;;41,75;;;60,02;;53,97;;13,0;3,25;81,52;89,61;15,0;43,5;;;;;31;;;10,5;;41,1;37,36;;34,0;;;;;;16,8;;;;;;;19,7;;
5927;Caucasus and Central Asia;31;Azerbaijan;2005;Male;;;45,8;;15,17;;100,0;;;;;85,14;;;;;67,84;;43,73;;15,0;3,26;86,3;97,25;;49,2;;;;;;;;;;;41,1;;;;;;;;16,79;;;;;;;15,95;;
5928;Caucasus and Central Asia;31;Azerbaijan;2005;Both sexes;;;45,8;;12,08;;99,07;;;;;80,5;;;;;63,95;;48,61;;14,0;3,25;83,95;93,43;;46,3;;;;;;;;;;;39,32;;;;;;;;16,8;;;;;;;17,92;;
5929;Caucasus and Central Asia;31;Azerbaijan;2007;Female;;;65,97;;3,79;;99,12;100,0;;10,45;93,0;87,24;;50,09;39,38;;66,97;;54,24;;19,55;1,32;83,13;98,49;;61,32;;;;95,18;31;;;11,3;;37,5;41,99;;29,0;;;;;;;;;;;;;;;
5930;Caucasus and Central Asia;31;Azerbaijan;2007;Male;;;40,53;;21,35;;100,0;100,0;;18,16;;89,75;;;32,75;;69,01;;43,49;;19,18;8,73;83,76;97,8;;68,51;;;;98,56;;;;;;;35,16;;;;;;;;;;;;;;;;;
5931;Caucasus and Central Asia;31;Azerbaijan;2007;Both sexes;;;53,17;;12,63;;99,58;100,0;;14,04;;88,53;;;35,98;;68,05;;48,83;;19,36;5,05;83,46;98,13;;64,78;;;;96,92;;;;;;;38,55;;;;;;;;;;;;;;;;;
5932;Caucasus and Central Asia;31;Azerbaijan;2009;Female;;;31,56;;5,57;85,36;98,73;99,95;;14,85;99,8;87,46;25,51;51,93;37,78;40,1;71,25;;50,3;;18,93;9,31;84,7;91,43;;61,78;;93,71;;100,84;31;10,46;;11,4;;40,5;44,13;;27,0;;;;;22,95;30,23;;;;;97,69;;;22,96;0,12
5933;Caucasus and Central Asia;31;Azerbaijan;2009;Male;;;21,77;;19,35;92,17;98,4;99,96;;12,85;;87,54;34,53;;33,03;;74,18;;48,18;;19,18;14,93;86,24;92,08;;68,53;;97,39;;97,99;;4,86;;;;;32,47;;;;;;41,0;27,36;27,54;;;;;99,13;;;32,01;
5934;Caucasus and Central Asia;31;Azerbaijan;2009;Both sexes;;;26,52;;12,67;88,61;98,55;99,95;;13,91;;87,5;29,82;;35,39;;72,81;;49,21;;19,06;12,2;85,52;91,77;;65,05;;95,47;;99,36;;7,57;;;;;38,12;;;;;;;25,06;28,84;;;;;98,38;;;27,4;
5935;Caucasus and Central Asia;31;Azerbaijan;2010;Female;;;31,22;;6,13;;98,22;99,93;;13,44;99,4;91,21;;52,38;41,67;42,73;67,7;;49,39;35,9;19,16;9,43;84,09;88,98;2,9411764705882;61,96;;;;98,03;31;10,22;;15,6;;47,0;44,48;;27,0;;75,48;;;;30,97;;;;;;;19,89;36,55;0,11
5936;Caucasus and Central Asia;31;Azerbaijan;2010;Male;;;22,56;;20,88;;99,16;99,97;;17,3;;94,87;;;25,25;;70,91;;46,79;42,0;19,36;14,59;85,28;89,99;;67,83;;;;99,51;;5,08;;;;;32,34;;;;91,23;;;;27,53;;;;;;;16,43;55,63;
5937;Caucasus and Central Asia;31;Azerbaijan;2010;Both sexes;;;26,77;;13,72;;98,72;99,95;;14,92;;93,12;;;33,36;;69,41;;48,05;;19,26;12,09;84,73;89,51;;64,81;;;;98,8;;7,57;;;;;38,23;;;;83,29;;;;29,2;;;;;;;18,25;46,0;
5938;Caucasus and Central Asia;31;Azerbaijan;2004;Female;;;43,45;;8,28;;98,85;;;;95,9;79,25;;44,16;;;65,42;;53,68;;13,0;4,29;82,68;94,86;;43,42;;;;;31;;;10,5;;29,8;38,04;;32,0;;;;;;18,6;;;;;;;;;
5939;Caucasus and Central Asia;31;Azerbaijan;2004;Male;;;43,45;;15,2;;99,65;;;;;83,13;;;;;69,34;;43,9;;15,0;4,29;85,81;96,29;;49,28;;;;;;;;;;;40,9;;;;;;;;18,6;;;;;;;;;
5940;Caucasus and Central Asia;31;Azerbaijan;2004;Both sexes;;;43,45;;11,91;;99,27;;;;;81,23;;;;;67,43;;48,56;;14,0;4,29;84,28;95,6;;46,3;;;;;;;;;;;39,54;;;;;;;;18,6;;;;;;;;;
5941;Caucasus and Central Asia;31;Azerbaijan;2006;Male;;;48,87;;19,82;;98,77;;;;;84,12;;;;;69,51;;44,01;;19,34;3,4;86,56;92,22;;70,59;;;;98,67;;;;;;;36,17;;;;;;;;;;;;;;;;;
5942;Caucasus and Central Asia;31;Azerbaijan;2006;Both sexes;;;56,52;;12,35;;99,08;;;;;82,73;;;;;65,78;;48,1;;19,79;2,19;83,77;91,61;;65,58;;;;96,93;;;;;;;39,55;;;;;;;;;;;;;;;;;
5943;Caucasus and Central Asia;31;Azerbaijan;2011;Male;;;27,59;;21,53;;98,49;99,96;;14,23;;83,6;;;34,04;;81,19;;46,3;;19,49;10,68;88,41;93,35;;67,51;;;;100,5;;3,52;;;;;32,17;;;;;;;;27,05;;;;;;;;;
5944;Caucasus and Central Asia;31;Azerbaijan;2011;Both sexes;;;28,02;;14,07;;99,04;99,94;;14,71;;82,88;;;33,16;;79,89;;48,04;;19,65;10,75;87,27;92,81;;64,41;;;;99,52;;5,14;;;;;37,88;;;;;;;;29,52;;;;;;;;65,0;
5945;Caucasus and Central Asia;31;Azerbaijan;2012;Female;;;29,63;;6,19;;98,04;99,92;;16,33;99,8;92,75;;53,75;;42,06;77,27;;49,88;32,2;20,93;8,48;88,11;91,59;2,9;61,4;;;51;99,53;31;6,91;;16,0;;;43,93;;25,0;;;;;;32,95;;;;;;;;;0,11
5946;Caucasus and Central Asia;31;Azerbaijan;2012;Male;;;25,36;;21,9;;100,0;99,96;;12,19;;96,51;;;;;81,33;;46,35;38,0;19,97;10,58;90,33;92,34;;67,8;;;20;100,93;;3,56;;;;;31,75;;;;;;;;26,65;;;;;;;;;
5947;Caucasus and Central Asia;31;Azerbaijan;2012;Both sexes;;;27,43;;14,29;;99,09;99,94;;14,16;;94,73;;;;;79,44;;48,06;;20,44;9,56;89,29;91,99;;64,5;;;;100,27;;5,18;;;;;37,65;;;;;;;;29,7;;;;;;;;70,0;
5948;Caucasus and Central Asia;31;Azerbaijan;2013;Female;;;28,43;;6,0;;100,0;99,93;;15,6;99,9;95,18;;54,03;;35,76;78,21;;50,45;31,3;22,62;8,71;91,83;86,55;;61,4;;;;100,6;31;6,5;;15,6;;;43,55;;25,0;;;;;;33,71;;;;;;;;;0,12
5949;Caucasus and Central Asia;31;Azerbaijan;2013;Male;;;24,85;;22,2;;98,29;99,98;;12,0;;74,24;;;;;83,48;;46,73;36,8;20,33;11,36;95,29;89,44;;68,0;;;;102,34;;3,09;;;;;31,08;;;;;;;;26,25;;;;;;;;;
5950;Caucasus and Central Asia;31;Azerbaijan;2013;Both sexes;;;26,58;;14,38;;99,07;99,95;;13,8;;84,18;;;;;81,01;;48,52;;21,44;10,08;93,67;88,09;;64,7;;;;101,52;;4,74;;;;;37,1;;;;;;;;29,85;;;;;;;;;
5951;Caucasus and Central Asia;31;Azerbaijan;2014;Female;;;29,36;;6,15;;98,81;99,94;;15,91;99,9;86,3;;55,89;;30,7;78,59;;51,18;;24,75;8,45;93,94;97,61;2,5;62,0;;;;102,44;31;;;;;;42,67;;26,0;;;;;;33,69;;;;;;;;;0,12
5952;Caucasus and Central Asia;31;Azerbaijan;2014;Male;;;24,9;;21,94;;100,0;99,98;;11,48;;91,38;;;;;80,39;;46,85;;21,68;11,44;95,57;98,57;;68,3;;;;103,11;;;;;;;31,21;;;;;;;;26,41;;;;;;;;;
5953;Caucasus and Central Asia;31;Azerbaijan;2014;Both sexes;;;27,06;;14,3;;99,45;99,96;;13,54;;88,99;;;;;79,55;;48,94;;23,16;9,99;94,81;98,13;;65,1;;;;102,8;;;;;;;36,75;;;;;;;;29,93;;;;;;;;75,0;
5954;Caucasus and Central Asia;31;Azerbaijan;2015;Female;;;30,94;;5,86;;;99,93;;15,78;;;;56,33;;;71,92;;52,07;29,0;27,48;8,48;92,96;101,62;;62,4;;;27;;31;23,33;;;;;42,07;;25,0;;;;;;33,23;;;;;;;;;
5955;Caucasus and Central Asia;31;Azerbaijan;2015;Male;;;21,28;;21,77;;;99,98;;11,39;;;;;;;73,85;;47,24;34,2;23,64;15,99;95,4;104,74;;68,5;;;28;;;;;;;;30,99;;;;;;;;26,05;;;;;;;;;
5956;Caucasus and Central Asia;31;Azerbaijan;2015;Both sexes;;;25,96;;14,06;;;99,96;;13,42;;;;;;;72,96;;49,58;;25,48;12,35;94,26;103,28;;65,4;;;;;;18,63;;;;;36,36;;;;;;;;29,53;;;;;;;;;
5957;Caucasus and Central Asia;51;Armenia;1999;Both sexes;;;46,16;;;;;;;;;;;;;;;;;;34,62;;;;;;;;;78,68;;;;;;;;;;;;;;;;;;;;;;;;
5958;Caucasus and Central Asia;51;Armenia;2003;Both sexes;;;51,12;;16,54;;98,05;;;;;;;;;;81,65;;37,5;;36,2;;85,65;89,42;;;;;;85,80356;;;;;;;45,96;;;;;;;;;;;;;;;;;
5959;Caucasus and Central Asia;51;Armenia;2008;Female;;;30,04;;7,9;;98,92;;;43,1;99,9;109,5;;54,72;31,71;;;;43,09;;57,45;0,11;;106,11;5,8823529411765;49,55;;;;100,55;19;30,1;;9,2;;30,5;49,13;;39,0;;;0,1;;;;5,2;;;30,2;;6,88;;;
5960;Caucasus and Central Asia;51;Armenia;2008;Male;;;28,89;;25,38;;98,71;;;32,1;;86,04;;;39,31;;;;35,24;;37,08;0,67;;95,36;;69,54;;;;86,26;;19,0;;;;;39,39;;;;;;;;;1,05;;;14,4;;5,9;;;
5961;Caucasus and Central Asia;51;Armenia;2008;Both sexes;;;29,41;;;;98,81;;;36,6;;96,47;;;35,34;;;;;;46,6;0,41;;100,13;;58,56;;;;92,71;;24,0;;;;;;;;;;;;;;;;;;;;;;
5962;Caucasus and Central Asia;51;Armenia;2000;Both sexes;;;47,18;;;;;;;;;;;;;;;;;;34,86;;;;;38,06;;;;90,75;;;;;;;;;;;;;;;;;;;;;;19,18;;
5963;Caucasus and Central Asia;51;Armenia;2005;Both sexes;;;51,79;;15,92;;99,5;;;;;90,36;;;;;80,57;;37,84;;38,37;;87,55;92,08;;;;;;91,06;;;;;;;46,24;;;;;;;;;;;;;;;19,68;;
5964;Caucasus and Central Asia;51;Armenia;2007;Female;;;38,15;;7,75;;98,42;;;69,4;99,9;106,99;;54,35;;;91,24;;48,32;;53,84;0,11;98,06;104,63;;;;;;101,85;19;;;5,3;;29,1;43,94;;35,0;;;;;;0,0;;;;;;;;;
5965;Caucasus and Central Asia;51;Armenia;2007;Male;;;33,58;;28,11;;100,0;;;47,2;;81,01;;;;;85,07;;41,41;;35,71;0,87;88,79;93,69;;;;;;88,93;;;;;;;30,49;;;;;;;;0,11;;;;;;;;;
5966;Caucasus and Central Asia;51;Armenia;2007;Both sexes;;;35,63;;18,97;;99,25;;;57,6;;92,81;;;;;87,82;;44,5;;44,33;0,53;92,95;98,62;;;;;;94,87;;;;;;;36,53;;;;;;;;0,06;;;;;;;;;
5967;Caucasus and Central Asia;51;Armenia;2009;Female;;;22,35;12,67;5,43;;;;;47,15;100,0;108,15;;55,17;27,2;;;;48,84;;60,74;0,09;;;;;;;;105,14;19;47,84;;8,4;;33,5;45,73;;36,0;;;;2,0;;24,84;;;;;;;;;0,21
5968;Caucasus and Central Asia;51;Armenia;2009;Male;;;27,64;24,84;27,19;;;;;;;85,97;;;36,5;;;;38,81;;39,28;0,94;;;;;;;;89,86;;28,6;;;;;34,01;;;;;;51,0;;10,94;;;;;;;;;
5969;Caucasus and Central Asia;51;Armenia;2009;Both sexes;;;25,18;19,77;17,08;;;;;40,88;;95,73;;;31,8;;;;43,47;;49,14;0,54;;;;59,17;;;;96,63;;37,54;;;;;39,45;;;;;;;;17,4;;;;;;;;;
5970;Caucasus and Central Asia;51;Armenia;2010;Male;;;27,45;;27,07;;99,11;;;31,94;;101,18;;;39,8;;;;41,54;20,0;40,27;0,84;;;;;;;;93,1;;26,2;;;;;31,4;;;;;;;;9,38;;;;;;;17,04;;
5971;Caucasus and Central Asia;51;Armenia;2010;Both sexes;;;27,47;;17,41;;98,89;;;38,85;;109,41;;;34,2;;;;43,99;;50,64;0,52;;;;61,2;;;;99,5;;36,57;;;;;38,6;;;;;;;;15,15;;;;;;;19,6;;
5972;Caucasus and Central Asia;51;Armenia;1998;Both sexes;;;44,95;;;;;;;;;;;;;;;;;;33,1;;;;;;;;;78,92;;;;;;;;;;;;;;;;;;;;;;;;
5973;Caucasus and Central Asia;51;Armenia;2001;Both sexes;;;48,1;;;81,58;;99,81;;48,15;;;42,11;;55,15;;;;;;32,81;0,52;;;;65,41;;91,08;;87,14;;;;;;;;;;;;;;20,36;0,06;;;;;97,9;;;;
5974;Caucasus and Central Asia;51;Armenia;2004;Both sexes;;;52,37;;15,98;;99,74;;;;;81,75;;;;;67,03;;37,14;;36,8;;81,6;100,07;;;;;;88,32;;;;;;;46,88;;;;;;;;;;;;;;;;;
5975;Caucasus and Central Asia;51;Armenia;2006;Both sexes;;;51,16;;15,62;;99,32;;;;;95,02;;;;;83,79;;38,21;;41,77;;89,97;92,21;;;;;;93,89;;;;;;;46,18;;;;;;;;;;;;;;;;;
5976;Caucasus and Central Asia;51;Armenia;2011;Female;;;29,3;;6,5;;97,87;99,88;;45,0;100,0;100,31;;55,32;31,4;;;;48,0;;63,2;0,3;;;;55,3;;;;104,8;19;44,85;;9,2;;;45,5;;31,0;;;;;;0,01;;;;;;;;;0,22
5977;Caucasus and Central Asia;51;Armenia;2011;Male;;;30,2;;26,1;;97,71;99,82;;35,0;;78,23;;;43,1;;;;41,1;;40,98;1,0;;;;72,7;;;;89,8;;26,95;;;;;32,8;;;;;;;;0,03;;;;;;;;;
5978;Caucasus and Central Asia;51;Armenia;2011;Both sexes;;;29,8;;16,7;;97,79;99,85;;39,2;;88,22;;;37,2;;;;44,4;;51,0;0,6;;;;63,0;;;;96,4;;35,55;;;;;38,9;;;;;;;;0,02;;;;;;;;;
5979;Caucasus and Central Asia;51;Armenia;1997;Both sexes;;;42,6;;;;;;;;;;;;27,25;;;;;;22,47;;;92,73;;61,52;;;;91,31;;;;;;;;;;;;;;;;;;;;;;;;
5980;Caucasus and Central Asia;51;Armenia;2002;Both sexes;;;49,96;;16,97;;98,21;;;;;;;;;;81,18;;37,76;;35,24;;87,32;93,72;;;;;;84,71619;;;;;;;45,26;;;;;;;;;;;;;;;;;
5981;Caucasus and Central Asia;51;Armenia;2012;Female;;;26,37;;7,67;;;99,8;;40,65;100,0;;;55,29;29,52;;;;48,37;14,5;52,87;0,29;;;10,5;55,25;;;72;106,2;19;40,92;;10,7;;;43,96;;30,0;;;;;;;;;;;;;;;0,22
5982;Caucasus and Central Asia;51;Armenia;2012;Male;;;30,46;;27,09;;;99,7;;31,51;;;;;41,54;;;;41,9;18,2;36,14;0,77;;;;72,1;;;27;88,0;;24,02;;;;;31,0;;;;;;;;;;;;;;;;;
5983;Caucasus and Central Asia;51;Armenia;2012;Both sexes;;;28,48;19,15;17,69;;;99,7;;35,36;;;;;35,47;;;;45,03;;43,91;0,54;;;;62,74;;;;95,9;;32,2;;;;;37,28;;;;;;;;;;;;;;;;;
5984;Caucasus and Central Asia;51;Armenia;2013;Female;;;29,27;;6,63;;97,15;;;41,46;100,0;;;56,47;32,69;;;;48,82;13,8;49,31;0,16;;;;55,92;;;;;20;41,12;;10,7;;;44,55;;28,0;;;;;;18,5;;;;;;;;;
5985;Caucasus and Central Asia;51;Armenia;2013;Male;;;30,86;;26,52;;96,82;;;31,83;;;;;40,31;;;;44,79;17,3;37,77;0,74;;;;72,76;;;;;;21,99;;;;;28,69;;;;;;;;6,52;;;;;;;;;
5986;Caucasus and Central Asia;51;Armenia;2013;Both sexes;;;30,1;19,42;17,01;;96,98;;;36,05;;;;;36,57;;;;46,72;;43,31;0,46;;;;63,42;;;;;;31,14;;;;;36,27;;;;;;;;12,25;;;;;;;;;
5987;Caucasus and Central Asia;51;Armenia;2014;Female;;;34,9;23,26;8,2;;99,79;;;44,53;100,0;104,83;;57,41;32,83;41,78;;;51,34;;48,5;0,58;;;11,11;55,17;;;;;20;32,35;;;;;40,46;;26,0;;;;;;9,99;;;;;;;;;0,23
5988;Caucasus and Central Asia;51;Armenia;2014;Male;;;35,31;39,19;24,6;;100,0;;;30,61;;107,2;;;42,82;;;;45,77;;40,06;2,19;;;;73,07;;;;;;19,26;;;;;29,63;;;;;;;;5,41;;;;;;;;;
5989;Caucasus and Central Asia;51;Armenia;2014;Both sexes;;;35,11;32,21;16,73;;99,9;;;36,99;;106,07;;;37,57;;;;48,45;;44,25;1,41;;;;63,02;;;;;;25,54;;;;;34,83;;;;;;;;7,61;;;;;;;;;
5990;Caucasus and Central Asia;51;Armenia;2015;Male;;;36,89;30,42;23,44;;;99,82;;27,99;;93,48;;;43,78;;93,11;;45,5;15,6;41,57;1,42;96,55;98,06;;72,37;;;20;88,06;;22,24;;;;;31,06;;;;;;;;4,44;;;;;;;;;
5991;Caucasus and Central Asia;51;Armenia;2015;Both sexes;;;34,54;24,04;15,91;;;99,85;;31,95;;92,86;;;39,47;;91,15;;48,76;;44,31;0,91;96,42;99,07;;62,29;;;;88,5;;31,14;;;;;35,33;;;;;;;;7,34;;;;;;;;;
5992;Caucasus and Central Asia;268;Georgia;1999;Female;;;16,54;;4,94;;99,25;;;24,79;96,4;;;47,48;31,89;39,86;;;40,86;;36,87;0,34;;;;58,2;95,3;;;78,25;39;;;6,9;;46,5;54,09;;37,0;;;;;;40,15;;;;;;;;;
5993;Caucasus and Central Asia;268;Georgia;1999;Male;;;31,96;;13,74;;97,91;;;24,41;;;;;42,5;;;;35,78;;34,55;1,93;;;;75,31;;;;79,83;;;;;;;50,38;;;;;;;;21,5;;;;;;;;;
5994;Caucasus and Central Asia;268;Georgia;1999;Both sexes;;;24,41;;9,44;;98,56;;;24,57;;;;;37,16;;;;38,26;;35,72;1,15;;84,15;;66,0;;;;79,05;;;;;;;52,2;;;;;;;;30,63;;;;;;;;;
